year,rank,title,artist,lyrics
2000,11,Higher,Creed,"When dreaming
I'm guided to another world
Time and time again

At sunrise I fight to stay asleep
'Cause I don't want to leave
The comfort of this place

'Cause there's a hunger
A-longing to escape
From the life I live, when I'm awake

So let's go there
Let's make our escape
Come on, let's go there
Let's ask, ""Can we stay?""

Can you take me higher
To a place where blind men see?
Can you take me higher
To a place with golden streets?

Although I would like our world to change
It helps me to appreciate
Those nights and those dreams

But my friend, I'd sacrifice all those nights
If I could make
The earth and my dreams the same

The only difference is
To let love replace
All our hate

So let's go there
Let's make our escape
Come on, let's go there
Let's ask, ""Can we stay?""

Can you take me higher
To a place where blind men see?
Can you take me higher
To a place with golden streets?

So let's go there
Let's go there
Come on, let's go there
Let's ask, ""Can we stay?""

Up high, I feel like I'm
Alive for the very first time
Sail up high, I'm strong enough
To take these dreams and make them mine

Sail up high, I'm strong enough
To take these dreams and make them mine

Can you take me higher
To a place where blind men see?
Can you take me higher
To a place with golden streets?

Can you take me higher
To a place where blind men see?
Can you take me higher
To a place with golden streets?"
2000,12,Try Again,Aaliyah,"It's been a long time
We shouldn't have left you (left you)
Without a dope beat to step to
Step to, step to, step to

It's been a long time
We shouldn't have left you (left you)
Without a dope beat to step to
Step to, step to, step to

What would you do to get to me?
What would say to have your way?
Would you give up or try again
If I hesitate to let you in?

Now would you be yourself or play a role?
Tell all the boys or keep it low?
If I say no, would you turn away
Or play me off or would you stay, oh

If at first you don't succeed (first you don't succeed)
Then dust yourself off and try again
You can dust if off and try again, try again

'Cause if at first you don't succeed (first you don't succeed)
You can dust it off and try again
Dust yourself off and try again, try again

I went to you, you went to me
But I can't let it go so easily
Not till I see where this could be
Could be eternity or just a week

You know our chemistry is off the chain
It's perfect now but will it change?
This ain't a yes, this ain't a no
Just do your thang and we'll see how it goes, oh

If at first you don't succeed (first you don't succeed)
Then dust yourself off and try again
You can dust if off and try again, try again

'Cause if at first you don't succeed (first you don't succeed)
You can dust it off and try again
Dust yourself off and try again, try again

See you don't wanna throw it all away
I might be shy on the first day, what about the next day?

See you don't wanna throw it all away
I might be buggin' on the first day but what about the next day?

If at first you don't succeed (first you don't succeed)
Then dust yourself off and try again
You can dust if off and try again, try again

'Cause if at first you don't succeed (first you don't succeed)
You can dust it off and try again
Dust yourself off and try again, try again

If at first you don't succeed (first you don't succeed)
Then dust yourself off and try again
You can dust if off and try again, try again

'Cause if at first you don't succeed (first you don't succeed)
You can dust it off and try again (yeah yeah)
Dust yourself off and try again, try again

If at first you don't succeed (first you don't succeed)
Then dust yourself off and try again
You can dust if off and try again, try again

'Cause if at first you don't succeed (first you don't succeed)
You can dust it off and try again
Dust yourself off and try again, try again

It's been a long time
We shouldn't have left you (left you)
Without a dope beat to step to
Step to, step to, step to

It's been a long time
We shouldn't have left you (left you)
Without a dope beat to step to
Step to, step to, step to

New millennium baby
We out"
2000,13,"Jumpin', Jumpin'",Destiny's Child,"Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Oh, he sayin' he got a girl
Yes, it's true you got a man
But the party ain't gon' stop
So let's make it hot, hot

Last week and you stayed at home alone and lonely
Couldn't find your man - he was chilling with his homies
This weekend you're going out
If he try to stop you, you're going off

You got your hair done and your nails done, too
With your outfit and you're fitting the shoes
Who parlaying at the hottest spot tonight
You're gonna find the fellas rollin' in the Lexus, trucks, and Hummers

Oh, he sayin' he got a girl
Yes, it's true you got a man
But the party ain't gon' stop
So let's make it hot, hot

All you ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Oh, he sayin' he got a girl
Yes, it's true you got a man
But the party ain't gon' stop
So let's make it hot, hot

Call your boys 'cause tonight you're not gon' stay at home
So tell your girl she ain't coming. Tonight you're going solo
Cut her off 'cause she talks some noise
You know you've got the right to get your party on

So get your hair cut and your car washed, too
Looking like a star in your Armani suit
You need to look your best 'cause you're turning heads tonight
You're gonna find a sexy chica that's gon' dance all night if you wanna

Oh, he sayin' he got a girl
Yes, it's true you got a man
But the party ain't gon' stop
So let's make it hot, hot

All you ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Sexy women, do your dance
Fly ladies, work your man
All them fellas, time to clown
We can get down now

Bounce, baby. Bounce, b-bounce, b-bounce
Twerk it, twerk it. Shake, baby. Shake, sha-shake, sha-shake
Work it, work it. Twist, baby. Twist, twist
You better dip that thang

One more time for these ladies. Bounce, baby. Bounce, b-bounce, b-bounce
Twerk it, twerk it. Shake, baby. Shake, sha-shake, sha-shake
Work it, work it. Twist, baby. Twist, twist
You better dip that thang. Bounce it up and down for these ladies

Sexy women, do your dance
Fly ladies, work your man
All them fellas, time to clown
We can get down now

All you ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

All you ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

""I ain't thinking about my man tonight""
""Uh huh. I ain't worried about my girl. Iight""

All you ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Ladies, leave your man at home
The club is full of ballers and they're pockets full grown
And all you fellas, leave your girl with her friends
'Cause it's 11:30 and the club is jumpin', jumpin'

Thou shall say my name"
2000,14,Thong Song,Sisqó,"This thing right here
Is lettin' all the ladies know
What guys talk about
You know
The finer things in life
Ha ha ha
Check it out

Ooh dat dress so scandalous
And ya know another nigga couldn't handle it
See ya shakin' that thang like who's da ish
With a look in ya eye so devilish

Uh
Ya like to dance at all the hip hop spots
And ya cruise to the crews like connect da dots
Not just urban she likes the pop
'Cause she was livin' la vida loca

She had dumps like a truck truck truck
Thighs like what what what
Baby move your butt butt butt
Uh

I think to sing it again
She had dumps like a truck truck truck
Thighs like what what what
All night long
Let me see that thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

That girl so scandalous
And I know another nigga couldn't handle it
And she shakin' that thang like who's da ish
With a look in her eye so devilish

Uh
She like to dance at all the hip hop spots
And she cruise to the crews like connect da dots
Not just urban she likes the pop
'Cause she was livin' la vida loca

She had dumps like a truck truck truck
Thighs like what what what
Baby move your butt butt butt
Uh

I think to sing it again
She had dumps like a truck truck truck
Thighs like what what what
All night long
Let me see that thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

Whoa
That dress so scandalous
And I swear another nigga couldn't handle it
See ya shakin' that thang like who's da ish
With a look in her eye so devilish

(Whoa)
Uh ya like to dance at all the hip hop spots
And ya cruise to the crews like connect da dots
Not just urban ya like the pop
'Cause she was livin' la vida loca

(Whoa)
She had dumps like a truck truck truck
Thighs like what what what
Baby move your butt butt butt
(Ooh)

Uh think to sing it again
'Cause she had dumps like a truck truck truck
Thighs like what what what
Baby move your butt butt butt
Uh think to sing it again

Come on
Come on
Come on
Come on

Yeah yeah

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

I like it when the beat goes da na da na
Baby make your booty go da na da na
Girl I know you wanna show da na da na
That thong th-thong thong thong

Whoa
Uh all right
Uh whoa yeah
Ooh
Whoa

(Like it when the beat goes da na da na)
(Baby make your booty go da na da na)
(Girl I know you wanna show da na da na)
Baby
(That thong th-thong thong thong)

(I like it when the beat goes da na da na)
(Baby make your booty go da na da na)
(Girl I know you wanna show da na da na)
(That thong th-thong thong thong)"
2000,15,Kryptonite,3 Doors Down,"Well I took a walk around the world to ease my troubled mind
I left my body lying somewhere in the sands of time
But I watched the world float to the dark side of the moon
I feel there's nothing I can do, yeah

I watched the world float to the dark side of the moon
After all I knew it had to be something to do with you
I really don't mind what happens now and then
As long as you'll be my friend at the end

If I go crazy then will you still call me Superman?
If I'm alive and well, will you be there a-holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite

You called me strong, you called me weak
But still your secrets I will keep
You took for granted all the times I never let you down

You stumbled in and bumped your head
If not for me then you'd be dead
I picked you up and put you back on solid ground

If I go crazy then will you still call me Superman?
If I'm alive and well, will you be there a-holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite

No no no no no no

If I go crazy then will you still call me Superman?
If I'm alive and well, will you be there holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite

Yeah!

But if I go crazy then will you still call me Superman?
If I'm alive and well, will you be there a-holding my hand?
I'll keep you by my side with my superhuman might
Kryptonite

Oh whoa whoa
Oh whoa whoa
Oh whoa whoa"
2000,16,There You Go,Pink,"Please don't come around talkin' 'bout that you love me,
'Cause that love shit just ain't for me
I don't wanna hear that you adore me
And I know that all you're doin' is running your mind games
Don't you know that game peeps game?
So your best bet is to be straight with me

So you say you wanna talk, let's talk
If you won't talk, I'll walk, yeah, it's like that
Got a new man, he's waiting out back
Now what, whatcha think 'bout that, 'bout that?
Now when I say I'm through, I'm through
Basically, I'm through with you
Whatcha' wanna say, had to have it your way, had to play games
Now you're begging me to stay

There you go, lookin' pitiful
Just because I let you go
There you go, talkin' 'bout you want me back
Sometimes it's be's like that, so
There you go, talkin' 'bout you miss me so,
That you love me so, why I let you go?
There you go, 'cause your lies got old
Look at you, there you go

Please don't come around talkin' bout how you changed
How you said goodbye to what's her name
All it sounds like to me is new game
And I was right when I thought I'd be much better off without you
Had to get myself from 'round you,
'Cause my life was all about you

So you say you wanna talk, I don't
Say you wanna change, I won't
Yeah, it's like that, had your chance, won't take it back
Now what, whatcha think 'bout that, 'bout that?
And When I say I'm through, I'm through
Basically, I'm through with you
Whatcha' wanna say, had to have it your way, had to play games
Now you're begging me to stay

There you go, lookin' pitiful
Just because I let you go
There you go, talkin' 'bout you want me back
Sometimes it's be's like that, so
There you go, talkin' 'bout you miss me so,
That you love me so, why I let you go?
There you go, 'cause your lies got old
Look at you, there you go

Don't you wish you could turn the hands of time?
Don't you wish that you still were mine?
Don't you wish I'd take you back?
Don't you wish that things were simple like that?
Oh, didn't miss a good thing till it's gone
But I knew it wouldn't be long
Till you came running back, missing my love
There you go

There you go, lookin' pitiful
Just because I let you go
There you go, talkin' 'bout you want me back
Sometimes it's be's like that, so
There you go, talkin' 'bout you miss me so
That you love me so, why I let you go?
There you go, 'cause your lies got old
Look at you, there you go

There you go, lookin' pitiful
Just because I let you go
There you go, talkin' 'bout you want me back
Sometimes it's be's like that, so
There you go, talkin' 'bout you miss me so
That you love me so, why I let you go?
There you go, 'cause your lies got old
Look at you, there you go

There you go, lookin' pitiful
Just because I let you go
There you go, talkin' 'bout you want me back
Sometimes it's be's like that, so
There you go, talkin' 'bout you miss me so
That you love me so, why I let you go?
There you go, 'cause your lies got old
Look at you, there you go

So there you go
There you go"
2000,17,Music,Madonna,"Hey Mr. DJ, put a record on
I wanna dance with my baby

Do you like to boogie woogie
Do you like to boogie woogie
Do you like to boogie woogie
Do you like my acid rock

Hey Mr. DJ, put a record on
I wanna dance with my baby
And when the music starts, I never wanna stop
It's gonna drive me crazy

Music, music, music, music
Music, music, music, music, music

Music makes the people come together
Music mix the bourgeoisie and the rebel

Don't think of yesterday, and I don't look at the clock
I like to boogie-woogie (uh, uh)
It's like riding on the wind, and it never goes away
Touches everything I'm in, got to have it every day

Music makes the people come together, yeah
Music mix the bourgeoisie and rebel

Hey Mr. DJ

Do you like to boogie woogie
Do you like to boogie woogie
Do you like to boogie woogie
Do you like my acid rock

Hey Mr. DJ, put a record on
I wanna dance with my baby
And when the music starts, I never wanna stop
It's gonna drive me crazy, uh, uh, uh

Music makes the people come together, yeah
Music mix the bourgeoisie with the rebel

Do you like to boogie woogie
Do you like to boogie woogie
Do you like to boogie woogie
Do you like my acid rock

Do you like to boogie woogie
Do you like to boogie woogie
Do you like to boogie woogie
Do you like my acid rock"
2000,18,Doesn't Really Matter,Janet Jackson,"Doesn't matter
Doesn't matter
Doesn't matter at all

Doesn't matter what your friends are telling you
Doesn't matter what my family's saying too
It just matters that I'm in love with you
It only matters that you love me too

It doesn't matter if they won't accept you
I'm accepting of you and the things you do
Just as long as it's you
Nobody but you, ba-ba baby

My love, for you, unconditional love too
Gotta get up, get up, get up, get up, get up and
Show you that it

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
And it doesn't really matter what they believe
What matters to me is you're in love with me

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
It doesn't really matter what they believe
What matters to me is you're nutty-nutty-nutty for me

(You're so kind)
Just what I asked for, you're so loving and kind 
(And you're mine)
And I can't believe you're mine

Doesn't matter if you're feeling insecure
Doesn't matter if you're feeling so unsure
'Cause I'll take away the doubt within your heart
And show that my love will never hurt or harm

Doesn't matter what the pain we go through
Doesn't matter if the money's gone too
Just as long as I'm with you
Nobody but you, ba-ba baby

Your love for me, unconditional I see 
Gotta get up, get up, get up, get up, get up and
Show you that it

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
It doesn't really matter what they believe
What matters to me is you're in love with me

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
It doesn't really matter what they believe
What matters to me is you're in love with me

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
It doesn't really matter what they believe
What matters to me is you're in love with me

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
Oh, doesn't really matter what they believe
What matters to me is you're nutty-nutty-nutty for me

(You're so kind)
Oh, just what I asked for, you're so loving and kind
(And you're mine)
And I can't believe you're mine

Doesn't matter what they say
'Cause now I'm gonna love you anyway
Doesn't matter what they do
'Cause my love will always be with you

My love, for you, unconditional love too 
Gotta get up, get up, get up, get up, get up and
Show you that my
Love is true and
It's just for you, uh

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
Oh, doesn't really matter what they believe
What matters to me is you're in love with me

Doesn't really matter what the eye is seeing
'Cause I'm in love with the inner being
Oh, doesn't really matter what they believe
What matters to me is you're nutty-nutty-nutty for me

Nutty-nutty-nutty, my love for you
I can't believe my dream's come true
I've finally found somebody whose heart is true
And best of all, you love me too

And nutty-nutty-nutty my love for you
I can't believe my dream's come true
I've finally found somebody whose heart is true
And best of all is you're nutty-nutty-nutty for me

Whoa, oh oh oh oh, oh, oh, oh, oh
Whoa, oh oh oh oh, oh, oh, oh, oh

Nutty-nutty-nutty my love for you
I can't believe my dream's come true
I've finally found somebody whose heart is true
And best of all, you're nutty-nutty-nutty for me

Nutty-nutty-nutty my love for you (I'm always doing that)
I can't believe my dream's come true
I've finally found somebody whose heart is true
And best of all, you love me too

Nutty-nutty-nutty my love for you (I'm always doing that)
I can't believe my dream's come true
I've finally found somebody whose heart is true
And best of all, you're nutty-nutty-nutty for me"
2000,19,What a Girl Wants,Christina Aguilera,"What a girl wants, what a girl needs
What a girl wants, what a girl needs
Yeah, come on
Oh, yeah

I wanna thank you for giving me time to breathe
Like a rock you waited so patiently
While I got it together
Hmm, while I figured it out, yeah

I only looked but I never touched
'Cause in my heart was a picture of us
Holding hands, making plans
And it's lucky for me, you understand

What a girl wants, what a girl needs
Whatever makes me happy sets you free
And I'm thanking you for knowing exactly

What a girl wants, what a girl needs
Whatever keeps me in your arms
And I'm thanking you for givin' it to me

What I want is what you got
And what you got is what I want

There was a time I was blind I was so confused (Yeah, yeah)
Ran away just to hide it all from you
But, baby, you knew me better
Than I knew myself

They say if you love something let it go (Let it go)
If it comes back it's yours, that's how you know
It's for keeps, yeah, it's for sure
And you're ready and willing to give me more than

What a girl wants, what a girl needs
Whatever makes me happy sets you free
And I'm thanking you for knowing exactly

What a girl wants, what a girl needs
Whatever keeps me in your arms
And I'm thanking you for giving it to me, yeah

(What a girl wants, what a girl needs)
Somebody sensitive, crazy sexy cool like you, yeah
(What a girl wants, what a girl needs)
Yes, you got it, it's what I want (Oh yeah!)

(What a girl wants, what a girl needs) It's alright, it's alright
You let a girl know how much you care about her
I swear you're the one who always knew
Oh, you knew, you knew, you knew

Oooh, ohoho, I'm thanking you for being here for me

(What a girl wants, what a girl needs
Whatever keeps me in your arms)
Whatever keeps me in your arms is what I need, ohohoho

(What a girl wants, what a girl needs
Whatever makes me happy sets you free) Oh, it's what I need
(And I'm thanking you) Oh, it's what I want (For knowing exactly), it's what I need

What a girl wants, you got it
(Whatever keeps me) My baby, I need you (In your arms)
'Cause you know (And I'm thanking you for giving it)

(What a girl wants, what a girl needs) What I want is what you got
What you got (Whatever makes me happy sets you free) is what I need
(And I'm thanking you for giving it to me) (Ohoho)

Oh, baby (Girl wants), oh darling (Girl needs)
Thank you, thank you for giving me what I want
And what I need (Girl wants, girl needs), ohohoho, yeah, yeah!

I turn around, babe, whenever you're not there
Hahaha, oh yeaheah, yeah"
2000,20,Back at One,Brian McKnight,"It's undeniable that we should be together
It's unbelievable how I used to say that I'd fall never
The places you need to know, if you don't know just how I feel
Then let me show you now that I'm for real

If all things in time, time will reveal
Yeaheah

One, you're like a dream come true
Two, just wanna be with you
Three, girl, it's plain to see
That you're the only one for me

And four, repeat steps one through three
Five, make you fall in love with me
If ever I believe my work is done
Then I start back at one, yeaheaheah

So incredible, the way things work themselves out
And all emotional, once you know what it's all about, babe
And undesirable for us to be apart
Never would have made it very far

'Cause you know that you got the keys to my heart
'Cause

One, you're like a dream come true
Two, just wanna be with you
Three, girl, it's plain to see
That you're the only one for me

And four, repeat steps one through three
Five, make you fall in love with me
If ever I believe my work is done
Then I start back at one

Say farewell to the dark night, I see the coming of the sun
I feel like a little child whose life has just begun
You came and breathed new life into this lonely heart of mine
You threw out the life line just till the nick of time

One, you're like a dream come true
Two, just wanna be with you
Three, girl, it's plain to see
That you're the only one for me

And four, repeat steps one through three
Five, make you fall in love with me
If ever I believe my work is done
Then I start back at one"
2000,21,Bye Bye Bye,'N Sync,"Hey, hey
Bye, bye, bye

Bye, bye

I'm doing this tonight
You're probably gonna start a fight
I know this can't be right
Hey, baby, come on

I loved you endlessly
And you weren't there for me
So now it's time to leave 
And make it alone

I know that I can't take no more
It ain't no lie
I wanna see you out that door
Baby, bye, bye, bye (Bye, bye)

Don't wanna be a fool for you
Just another player in your game for two
'Cause you may hate me 
But it ain't no lie
Baby, bye, bye, bye (Bye, bye)

Don't really wanna make it tough
I just wanna tell you that I've had enough
It might sound crazy 
But it ain't no lie
Baby, bye, bye, bye

Just hit me with the truth
Oh, girl, you're more than welcome to
So give me one good reason
Baby, come on

I lived for you and me
And now I've really come to see
That life would be much better 
Once you're gone

I know that I can't take no more
It ain't no lie
I wanna see you out that door
Baby, bye, bye, bye (Bye, bye)

Don't wanna be a fool for you
Just another player in your game for two
'Cause you may hate me 
But it ain't no lie
Baby, bye, bye, bye (Bye, bye)

Don't really wanna make it tough
I just wanna tell you that I've had enough
It might sound crazy
But it ain't no lie
Baby, bye, bye, bye

I'm givin' up, I know for sure
I don't wanna be the reason for your love no more (Bye, bye)
I'm checking out and signing off
I don't wanna be the loser and I've had enough

I don't wanna be your fool
In this game for two
So I'm leavin' you behind

Bye, bye, bye
I don't wanna make it tough (Make it tough)
But I've had enough
And it ain't no lie, bye, bye

I don't wanna be a fool for you
Just another player in your game for two
I don't wanna be your fool
But it ain't no lie
Baby, bye, bye, bye (Bye, bye)

Don't really wanna make it tough
I just wanna tell you that I've had enough
It might sound crazy 
But it ain't no lie
Baby, bye, bye, bye

Don't really wanna make it tough 
I just wanna tell you that I've had enough 
It might sound crazy
But it ain't no lie 
Bye, bye, bye (Bye, bye)"
2000,22,You Sang to Me,Marc Anthony,"I just wanted you to comfort me
When I called you late last night you see
I was falling into love
Yes I was crashing into love
Of all the words you said to me
About ""Life,"" ""The Truth,"" and ""Being Free""
Yeah you sang to me
Oh how you sang to me
Now I live for how you make me feel
So I question all this being real
'Cause I'm not afraid to love
For the first time I'm not afraid to love
This day seems made for you and me
And you show me where I wanna be
Yeah you sang to me
Oh you sang to me

======

All the while
You were in front of me
I never realized
I just can't believe
I didn't see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it
When you sing to me

How I long
To hear you sing
Beneath the clear blue skies
And I promise you
This time I'll see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it
When you sing to me

Just to think of you live inside of me
I had no idea how this could be
Now I'm crazy for your love
Can't believe I'm crazy for your love
The words you said just sang to me
And you showed me what life needs to be
You sang to me
Oh you sang to me

All the while
You were in front of me
I never realized
I just can't believe
I didn't see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it
When you sing to me

How I long
To hear you sing
Beneath the clear blue skies
And I promise you
This time I'll see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it
When you sing to me

All the while
You were in front of me
I never realized
I just can't believe
I didn't see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it
When you sing to me

How I long
To hear you sing
Beneath the clear blue skies
And I promise you
This time I'll see it
In your eyes
I didn't see it
I can't believe it
Oh but I feel it!"
